participant,S1701_C03_001E,S1903_C03_001E,left,right,choice,points,RT,i1,e1,i2,e2,u1,u2,stai,income,education,platform,IPAddress,age,Dim.1,Dim.2,high_income,high_anxiety,heart,dollar,effort,left_choice,right_choice,split,ui_leftsplit,ui_rightsplit,huli,luhi,RecordedDate,ResponseId,round,Optimal,poverty_zip,median_income_zip,chosen_i,chosen_e,chosen_u,not_chosen_i,not_chosen_e,not_chosen_u,logRT
56fdff4ee0f9ff000f19c466,4,134719,Icecreams/c1-sc1-sp2-t2-1.png,Icecreams/c1-sc1-1.png,R,22,1.7382999999522895,1,2,1,1,1,1,50,2,5,Prolific,100.38.113.248,75,2.692062059992843,-1.289029822177397,Low Income,High Anxiety,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,NA,NA,2022-01-11 03:05:42,R_1hXwt64OqbyS0UY,15,FALSE,-0.9569263166023829,11.810946406645755,0,0,0,0,1,0,0.552907624117911
56fdff4ee0f9ff000f19c466,4,134719,Icecreams/c1-sc1-sp2-t2-1.png,Icecreams/c1-sc1-sp2-t3-2.png,R,23,2.5557000000476933,1,2,2,2,1,1,50,2,5,Prolific,100.38.113.248,75,2.692062059992843,-1.289029822177397,Low Income,High Anxiety,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,NA,NA,2022-01-11 03:05:42,R_1hXwt64OqbyS0UY,16,TRUE,-0.9569263166023829,11.810946406645755,1,1,0,0,1,0,0.938326158753429
56fdff4ee0f9ff000f19c466,4,134719,Icecreams/c1-sc1-sp2-t2-1.png,Icecreams/c1-sc1-sp3-t3-2.png,R,25,3.7805000000000177,1,2,2,2,1,1,50,2,5,Prolific,100.38.113.248,75,2.692062059992843,-1.289029822177397,Low Income,High Anxiety,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,NA,NA,2022-01-11 03:05:42,R_1hXwt64OqbyS0UY,17,FALSE,-0.9569263166023829,11.810946406645755,1,1,0,0,1,0,1.3298562760161923
56fdff4ee0f9ff000f19c466,4,134719,Icecreams/c1-sc1-sp2-t2-1.png,Icecreams/c1-sc3-sp2-t1-1.png,R,27,1.6355999999046276,1,2,1,2,1,1,50,2,5,Prolific,100.38.113.248,75,2.692062059992843,-1.289029822177397,Low Income,High Anxiety,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,NA,NA,2022-01-11 03:05:42,R_1hXwt64OqbyS0UY,18,FALSE,-0.9569263166023829,11.810946406645755,0,1,0,0,1,0,0.4920097094500398
61245769826057b69678987a,13.6,63748,Icecreams/c1-sc1-1.png,Icecreams/c1-sc2-sp2-t3-U1.png,L,0,7.474099999999623,1,1,1,2,1,2,43,4,2,Prolific,104.173.14.5,19,3.814150275352978,2.3277030144886877,Low Income,Low Anxiety,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,NA,NA,2022-01-11 01:47:38,R_yEAgNw7KSFJwfct,1,TRUE,0.050427412618527165,11.062693089979524,0,0,0,0,1,1,2.011443710690084
61245769826057b69678987a,13.6,63748,Icecreams/c1-sc3-U1.png,Icecreams/c1-sc3-sp3-t3-U1.png,L,11,0.9488999999994405,1,1,1,2,2,2,43,4,2,Prolific,104.173.14.5,19,3.814150275352978,2.3277030144886877,Low Income,Low Anxiety,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,NA,NA,2022-01-11 01:47:38,R_yEAgNw7KSFJwfct,8,TRUE,0.050427412618527165,11.062693089979524,0,0,1,0,1,1,-0.05245186000301381
61245769826057b69678987a,13.6,63748,Icecreams/c1-sc2-sp3-t3-U1.png,Icecreams/c1-sc3-U2.png,R,14,1.8349999999999795,1,2,2,1,2,2,43,4,2,Prolific,104.173.14.5,19,3.814150275352978,2.3277030144886877,Low Income,Low Anxiety,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,NA,NA,2022-01-11 01:47:38,R_yEAgNw7KSFJwfct,11,TRUE,0.050427412618527165,11.062693089979524,1,0,1,0,1,1,0.6070444815065225
61245769826057b69678987a,13.6,63748,Icecreams/c1-sc3-U1.png,Icecreams/c1-sc3-sp3-t2-U1.png,L,22,0.9335999999996147,1,1,1,2,2,2,43,4,2,Prolific,104.173.14.5,19,3.814150275352978,2.3277030144886877,Low Income,Low Anxiety,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,NA,NA,2022-01-11 01:47:38,R_yEAgNw7KSFJwfct,16,TRUE,0.050427412618527165,11.062693089979524,0,0,1,0,1,1,-0.06870719801020349
57587b29713d8400061730e4,19.4,53911,Icecreams/c1-sc3-sp3-t2-U2.png,Icecreams/c1-sc2-sp3-t2-2.png,L,0,15.069999999999993,2,2,2,2,2,1,56,5,5,Prolific,104.174.3.104,40,-2.915991408606418,-0.5672699784905351,Low Income,High Anxiety,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,NA,NA,2022-01-11 01:57:07,R_bCyPNfPV0Csb4xX,1,FALSE,0.6590369573561602,10.895089817707918,1,1,1,1,1,0,2.7127060126384035
57587b29713d8400061730e4,19.4,53911,Icecreams/c1-sc2-sp3-t2-2.png,Icecreams/c1-sc3-U1.png,R,2,4.414899999998511,2,2,1,1,1,2,56,5,5,Prolific,104.174.3.104,40,-2.915991408606418,-0.5672699784905351,Low Income,High Anxiety,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,1,1,0,2022-01-11 01:57:07,R_bCyPNfPV0Csb4xX,2,FALSE,0.6590369573561602,10.895089817707918,0,0,1,1,1,0,1.4849851837424444
57587b29713d8400061730e4,19.4,53911,Icecreams/c1-sc2-sp3-t2-2.png,Icecreams/c1-sc1-sp1-t1-1.png,R,3,2.639699999999266,2,2,1,2,1,1,56,5,5,Prolific,104.174.3.104,40,-2.915991408606418,-0.5672699784905351,Low Income,High Anxiety,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,NA,NA,2022-01-11 01:57:07,R_bCyPNfPV0Csb4xX,3,TRUE,0.6590369573561602,10.895089817707918,0,1,0,1,1,0,0.9706652743372096
57587b29713d8400061730e4,19.4,53911,Icecreams/c1-sc2-sp3-t2-2.png,Icecreams/c1-sc3-2.png,R,4,2.319199999999256,2,2,2,1,1,1,56,5,5,Prolific,104.174.3.104,40,-2.915991408606418,-0.5672699784905351,Low Income,High Anxiety,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,NA,NA,2022-01-11 01:57:07,R_bCyPNfPV0Csb4xX,4,FALSE,0.6590369573561602,10.895089817707918,1,0,0,1,1,0,0.8412222986249879
57587b29713d8400061730e4,19.4,53911,Icecreams/c1-sc2-sp3-t2-2.png,Icecreams/c1-sc1-sp3-t3-1.png,L,6,2.4628000000007546,2,2,1,2,1,1,56,5,5,Prolific,104.174.3.104,40,-2.915991408606418,-0.5672699784905351,Low Income,High Anxiety,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,NA,NA,2022-01-11 01:57:07,R_bCyPNfPV0Csb4xX,5,TRUE,0.6590369573561602,10.895089817707918,1,1,0,0,1,0,0.9012989140552244
57587b29713d8400061730e4,19.4,53911,Icecreams/c1-sc1-sp3-t3-1.png,Icecreams/c1-sc3-U1.png,R,8,3.732199999999267,1,2,1,1,1,2,56,5,5,Prolific,104.174.3.104,40,-2.915991408606418,-0.5672699784905351,Low Income,High Anxiety,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,NA,NA,2022-01-11 01:57:07,R_bCyPNfPV0Csb4xX,6,TRUE,0.6590369573561602,10.895089817707918,0,0,1,0,1,0,1.316997872117038
57587b29713d8400061730e4,19.4,53911,Icecreams/c1-sc1-sp3-t3-1.png,Icecreams/c1-sc2-sp2-t3-U2.png,R,9,1.2878999999985012,1,2,2,2,1,2,56,5,5,Prolific,104.174.3.104,40,-2.915991408606418,-0.5672699784905351,Low Income,High Anxiety,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,NA,NA,2022-01-11 01:57:07,R_bCyPNfPV0Csb4xX,7,TRUE,0.6590369573561602,10.895089817707918,1,1,1,0,1,0,0.2530129849153238
57587b29713d8400061730e4,19.4,53911,Icecreams/c1-sc1-sp3-t3-1.png,Icecreams/c1-sc3-2.png,L,11,3.702000000000055,1,2,2,1,1,1,56,5,5,Prolific,104.174.3.104,40,-2.915991408606418,-0.5672699784905351,Low Income,High Anxiety,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,NA,NA,2022-01-11 01:57:07,R_bCyPNfPV0Csb4xX,8,TRUE,0.6590369573561602,10.895089817707918,0,1,0,1,0,0,1.3088732141513206
57587b29713d8400061730e4,19.4,53911,Icecreams/c1-sc3-2.png,Icecreams/c1-sc3-U1.png,R,12,1.1806999999992627,2,1,1,1,1,2,56,5,5,Prolific,104.174.3.104,40,-2.915991408606418,-0.5672699784905351,Low Income,High Anxiety,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0,1,1,0,2022-01-11 01:57:07,R_bCyPNfPV0Csb4xX,9,TRUE,0.6590369573561602,10.895089817707918,0,0,1,1,0,0,0.16610748293030253
57587b29713d8400061730e4,19.4,53911,Icecreams/c1-sc3-2.png,Icecreams/c1-sc1-sp1-t1-U2.png,L,13,2.761899999998491,2,1,2,2,1,2,56,5,5,Prolific,104.174.3.104,40,-2.915991408606418,-0.5672699784905351,Low Income,High Anxiety,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,NA,NA,2022-01-11 01:57:07,R_bCyPNfPV0Csb4xX,10,TRUE,0.6590369573561602,10.895089817707918,1,0,0,1,1,1,1.0159188486830326
57587b29713d8400061730e4,19.4,53911,Icecreams/c1-sc1-sp1-t1-U1.png,Icecreams/c1-sc2-2.png,R,15,1.9376000000015097,1,2,2,1,2,1,56,5,5,Prolific,104.174.3.104,40,-2.915991408606418,-0.5672699784905351,Low Income,High Anxiety,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,1,0,1,2022-01-11 01:57:07,R_bCyPNfPV0Csb4xX,11,FALSE,0.6590369573561602,10.895089817707918,1,0,0,0,1,1,0.6614500938174699
57587b29713d8400061730e4,19.4,53911,Icecreams/c1-sc1-U1.png,Icecreams/c1-sc3-U2.png,L,23,0.5488000000007673,1,1,2,1,2,2,56,5,5,Prolific,104.174.3.104,40,-2.915991408606418,-0.5672699784905351,Low Income,High Anxiety,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,NA,NA,2022-01-11 01:57:07,R_bCyPNfPV0Csb4xX,16,FALSE,0.6590369573561602,10.895089817707918,0,0,1,1,0,1,-0.6000212025690633
57587b29713d8400061730e4,19.4,53911,Icecreams/c1-sc3-U1.png,Icecreams/c1-sc2-sp1-t3-2.png,L,24,1.2773000000007642,1,1,2,2,2,1,56,5,5,Prolific,104.174.3.104,40,-2.915991408606418,-0.5672699784905351,Low Income,High Anxiety,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,0,1,0,2022-01-11 01:57:07,R_bCyPNfPV0Csb4xX,17,TRUE,0.6590369573561602,10.895089817707918,0,0,1,1,1,0,0.24474847506719236
57587b29713d8400061730e4,19.4,53911,Icecreams/c1-sc2-sp1-t3-2.png,Icecreams/c1-sc2-sp2-t3-2.png,L,25,3.159999999999968,2,2,2,2,1,1,56,5,5,Prolific,104.174.3.104,40,-2.915991408606418,-0.5672699784905351,Low Income,High Anxiety,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,NA,NA,2022-01-11 01:57:07,R_bCyPNfPV0Csb4xX,18,TRUE,0.6590369573561602,10.895089817707918,1,1,0,1,1,0,1.1505720275988107
57587b29713d8400061730e4,19.4,53911,Icecreams/c1-sc2-sp2-t3-2.png,Icecreams/c1-sc3-sp1-t1-U2.png,R,27,1.1999999999999886,2,2,2,2,1,2,56,5,5,Prolific,104.174.3.104,40,-2.915991408606418,-0.5672699784905351,Low Income,High Anxiety,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,NA,NA,2022-01-11 01:57:07,R_bCyPNfPV0Csb4xX,19,FALSE,0.6590369573561602,10.895089817707918,1,1,1,1,1,0,0.18232155679394516
57587b29713d8400061730e4,19.4,53911,Icecreams/c1-sc2-sp2-t3-2.png,Icecreams/c1-sc3-2.png,R,29,1.7152000000029943,2,2,2,1,1,1,56,5,5,Prolific,104.174.3.104,40,-2.915991408606418,-0.5672699784905351,Low Income,High Anxiety,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,NA,NA,2022-01-11 01:57:07,R_bCyPNfPV0Csb4xX,20,TRUE,0.6590369573561602,10.895089817707918,1,0,0,1,1,0,0.5395296918960916
5aeab6e39e185a0001b9e272,6.5,92109,Icecreams/c1-sc3-U1.png,Icecreams/c1-sc2-sp1-t2-1.png,R,0,2.7304999999999993,1,1,1,2,2,1,48,8,3,Prolific,104.33.234.210,30,-1.6400509209182423,-1.0455895265285942,High Income,High Anxiety,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,NA,NA,2022-01-11 02:33:55,R_3RpCAehHYJf6gyv,1,FALSE,-0.6945946162844375,11.43072793733883,0,1,0,0,0,1,1.0044847426100711
5aeab6e39e185a0001b9e272,6.5,92109,Icecreams/c1-sc2-sp2-t2-U1.png,Icecreams/c1-sc1-U1.png,L,5,5.546299999952282,1,2,1,1,2,2,48,8,3,Prolific,104.33.234.210,30,-1.6400509209182423,-1.0455895265285942,High Income,High Anxiety,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,NA,NA,2022-01-11 02:33:55,R_3RpCAehHYJf6gyv,4,TRUE,-0.6945946162844375,11.43072793733883,0,1,1,0,0,1,1.7131310387620358
5aeab6e39e185a0001b9e272,6.5,92109,Icecreams/c1-sc3-U1.png,Icecreams/c1-sc3-2.png,L,8,1.1673000000715206,1,1,2,1,2,1,48,8,3,Prolific,104.33.234.210,30,-1.6400509209182423,-1.0455895265285942,High Income,High Anxiety,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,0,1,0,2022-01-11 02:33:55,R_3RpCAehHYJf6gyv,7,TRUE,-0.6945946162844375,11.43072793733883,0,0,1,1,0,0,0.15469338973775063
5aeab6e39e185a0001b9e272,6.5,92109,Icecreams/c1-sc3-2.png,Icecreams/c1-sc1-2.png,L,9,2.394300000071496,2,1,2,1,1,1,48,8,3,Prolific,104.33.234.210,30,-1.6400509209182423,-1.0455895265285942,High Income,High Anxiety,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,NA,NA,2022-01-11 02:33:55,R_3RpCAehHYJf6gyv,8,TRUE,-0.6945946162844375,11.43072793733883,1,0,0,1,0,0,0.8730909125977968
5aeab6e39e185a0001b9e272,6.5,92109,Icecreams/c1-sc1-2.png,Icecreams/c1-sc2-sp2-t1-1.png,L,11,3.506899999976156,2,1,1,2,1,1,48,8,3,Prolific,104.33.234.210,30,-1.6400509209182423,-1.0455895265285942,High Income,High Anxiety,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,NA,NA,2022-01-11 02:33:55,R_3RpCAehHYJf6gyv,9,FALSE,-0.6945946162844375,11.43072793733883,1,0,0,0,1,0,1.2547324563449267
5aeab6e39e185a0001b9e272,6.5,92109,Icecreams/c1-sc2-sp2-t1-1.png,Icecreams/c1-sc3-1.png,R,13,3.3277000000476846,1,2,1,1,1,1,48,8,3,Prolific,104.33.234.210,30,-1.6400509209182423,-1.0455895265285942,High Income,High Anxiety,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,NA,NA,2022-01-11 02:33:55,R_3RpCAehHYJf6gyv,10,TRUE,-0.6945946162844375,11.43072793733883,0,0,0,0,1,0,1.202281374679287
5aeab6e39e185a0001b9e272,6.5,92109,Icecreams/c1-sc2-sp2-t1-1.png,Icecreams/c1-sc2-sp1-t3-2.png,R,14,5.001900000095475,1,2,2,2,1,1,48,8,3,Prolific,104.33.234.210,30,-1.6400509209182423,-1.0455895265285942,High Income,High Anxiety,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,NA,NA,2022-01-11 02:33:55,R_3RpCAehHYJf6gyv,11,TRUE,-0.6945946162844375,11.43072793733883,1,1,0,0,1,0,1.6098178402714736
5aeab6e39e185a0001b9e272,6.5,92109,Icecreams/c1-sc2-sp2-t1-1.png,Icecreams/c1-sc1-sp3-t1-1.png,L,16,4.072100000023852,1,2,1,2,1,1,48,8,3,Prolific,104.33.234.210,30,-1.6400509209182423,-1.0455895265285942,High Income,High Anxiety,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,NA,NA,2022-01-11 02:33:55,R_3RpCAehHYJf6gyv,12,FALSE,-0.6945946162844375,11.43072793733883,0,1,0,0,1,0,1.4041588369093154
5aeab6e39e185a0001b9e272,6.5,92109,Icecreams/c1-sc1-sp3-t1-1.png,Icecreams/c1-sc1-sp1-t1-2.png,R,17,3.7168999999761354,1,2,2,2,1,1,48,8,3,Prolific,104.33.234.210,30,-1.6400509209182423,-1.0455895265285942,High Income,High Anxiety,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,NA,NA,2022-01-11 02:33:55,R_3RpCAehHYJf6gyv,13,TRUE,-0.6945946162844375,11.43072793733883,1,1,0,0,1,0,1.3128899875300573
5aeab6e39e185a0001b9e272,6.5,92109,Icecreams/c1-sc1-sp3-t1-1.png,Icecreams/c1-sc1-2.png,R,19,2.537899999976162,1,2,2,1,1,1,48,8,3,Prolific,104.33.234.210,30,-1.6400509209182423,-1.0455895265285942,High Income,High Anxiety,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,NA,NA,2022-01-11 02:33:55,R_3RpCAehHYJf6gyv,14,FALSE,-0.6945946162844375,11.43072793733883,1,0,0,0,1,0,0.9313369674033283
5aeab6e39e185a0001b9e272,6.5,92109,Icecreams/c1-sc1-sp3-t1-1.png,Icecreams/c1-sc3-sp2-t2-U2.png,R,21,0.9022000000477419,1,2,2,2,1,2,48,8,3,Prolific,104.33.234.210,30,-1.6400509209182423,-1.0455895265285942,High Income,High Anxiety,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,NA,NA,2022-01-11 02:33:55,R_3RpCAehHYJf6gyv,15,TRUE,-0.6945946162844375,11.43072793733883,1,1,1,0,1,0,-0.10291905395492427
5aeab6e39e185a0001b9e272,6.5,92109,Icecreams/c1-sc1-sp3-t1-1.png,Icecreams/c1-sc1-1.png,R,23,2.1302999999522854,1,2,1,1,1,1,48,8,3,Prolific,104.33.234.210,30,-1.6400509209182423,-1.0455895265285942,High Income,High Anxiety,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,NA,NA,2022-01-11 02:33:55,R_3RpCAehHYJf6gyv,16,FALSE,-0.6945946162844375,11.43072793733883,0,0,0,0,1,0,0.7562628148516225
5aeab6e39e185a0001b9e272,6.5,92109,Icecreams/c1-sc1-sp3-t1-1.png,Icecreams/c1-sc1-2.png,R,24,1.229100000023891,1,2,2,1,1,1,48,8,3,Prolific,104.33.234.210,30,-1.6400509209182423,-1.0455895265285942,High Income,High Anxiety,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,NA,NA,2022-01-11 02:33:55,R_3RpCAehHYJf6gyv,17,TRUE,-0.6945946162844375,11.43072793733883,1,0,0,0,1,0,0.2062821942582358
5aeab6e39e185a0001b9e272,6.5,92109,Icecreams/c1-sc1-sp3-t1-1.png,Icecreams/c1-sc3-sp2-t1-1.png,L,26,1.3453999999761663,1,2,1,2,1,1,48,8,3,Prolific,104.33.234.210,30,-1.6400509209182423,-1.0455895265285942,High Income,High Anxiety,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,NA,NA,2022-01-11 02:33:55,R_3RpCAehHYJf6gyv,18,TRUE,-0.6945946162844375,11.43072793733883,0,1,0,0,1,0,0.29669136659165346
5aeab6e39e185a0001b9e272,6.5,92109,Icecreams/c1-sc3-sp2-t1-1.png,Icecreams/c1-sc2-sp1-t3-U1.png,R,27,3.2007999999523236,1,2,1,2,1,2,48,8,3,Prolific,104.33.234.210,30,-1.6400509209182423,-1.0455895265285942,High Income,High Anxiety,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,NA,NA,2022-01-11 02:33:55,R_3RpCAehHYJf6gyv,19,TRUE,-0.6945946162844375,11.43072793733883,0,1,1,0,1,0,1.163400778545993
5aeab6e39e185a0001b9e272,6.5,92109,Icecreams/c1-sc3-sp2-t1-1.png,Icecreams/c1-sc1-sp3-t1-2.png,R,28,0.7592999999523045,1,2,2,2,1,1,48,8,3,Prolific,104.33.234.210,30,-1.6400509209182423,-1.0455895265285942,High Income,High Anxiety,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,NA,NA,2022-01-11 02:33:55,R_3RpCAehHYJf6gyv,20,TRUE,-0.6945946162844375,11.43072793733883,1,1,0,0,1,0,-0.2753583228257641
60ffa27ef109cff85bbdb0d0,NA,NA,Icecreams/c1-sc3-U2.png,Icecreams/c1-sc3-2.png,L,0,9.743400000095363,2,1,2,1,2,1,57,1,4,Prolific,107.127.28.65,NA,2.2044529400481205,3.953553906356458,Low Income,High Anxiety,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,NA,NA,2022-01-11 02:06:32,R_1cThdoiPGJrhQ0l,1,TRUE,NA,NA,1,0,1,1,0,0,2.2765901327267475
60ffa27ef109cff85bbdb0d0,NA,NA,Icecreams/c1-sc3-2.png,Icecreams/c1-sc2-sp2-t1-U1.png,L,2,1.765400000095383,2,1,1,2,1,2,57,1,4,Prolific,107.127.28.65,NA,2.2044529400481205,3.953553906356458,Low Income,High Anxiety,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,0,0,1,2022-01-11 02:06:32,R_1cThdoiPGJrhQ0l,2,TRUE,NA,NA,1,0,0,0,1,1,0.5683772936580245
